ANTH420,ANTH111A,ANTH111B,,,,,,,,,,,,,,OR,ANTH,6
ANTH430,ANTH111A,ANTH360B,,,,,,,,,,,,,,AND,ANTH,6
ANTH432,,,,,,,,,,,,,,,,AND,ANTH,6
ANTH435,,,,,,,,,,,,,,,,AND,ANTH,6
ANTH436,,,,,,,,,,,,,,,,AND,ANTH,6
ANTH467,ANTH360B,,,,,,,,,,,,,,,AND,ANTH,6
ANTH468,ANTH360B,,,,,,,,,,,,,,,AND,ANTH,6
ANTH469,ANTH369,,,,,,,,,,,,,,,AND,ANTH,6
ANTH470A,ANTH111A,,,,,,,,,,,,,,,AND,ANTH,6
ANTH470B,ANTH111B,,,,,,,,,,,,,,,AND,ANTH,6
ANTH473,ANTH111B,,,,,,,,,,,,,,,AND,ANTH,6
ANTH474,ANTH111A,,,,,,,,,,,,,,,AND,ANTH,6
ANTH475,ANTH111A,,,,,,,,,,,,,,,AND,ANTH,6
ANTH476,ANTH475,,,,,,,,,,,,,,,AND,ANTH,6
ANTH483,,,,,,,,,,,,,,,,AND,ANTH,6
ANTH487,,,,,,,,,,,,,,,,AND,ANTH,6
ANTH488,,,,,,,,,,,,,,,,AND,ANTH,6
ANTH489,,,,,,,,,,,,,,,,AND,ANTH,6
ANTH490A,,,,,,,,,,,,,,,,AND,ANTH,6
ANTH490B,,,,,,,,,,,,,,,,AND,ANTH,6
ARA101,,,,,,,,,,,,,,,,AND,ARA,1
ARA102,,,,,,,,,,,,,,,,AND,ARA,1
ARA201,ARA102,,,,,,,,,,,,,,,AND,ARA,1
ARA202,ARA201,,,,,,,,,,,,,,,AND,ARA,1
ART111,,,,,,,,,,,,,,,,AND,ART,1
ART112A,,,,,,,,,,,,,,,,AND,ART,1
ART112B,,,,,,,,,,,,,,,,AND,ART,1
ART112D,ART112B,,,,,,,,,,,,,,,AND,ART,1
ART112E,ART112B,,,,,,,,,,,,,,,AND,ART,1
ART202A,ART112D,,,,,,,,,,,,,,,AND,ART,1
ART202B,ART112A,ART112B,,,,,,,,,,,,,,AND,ART,1
ART202C,,,,,,,,,,,,,,,,AND,ART,1
ART202D,ART112C,ART112D,,,,,,,,,,,,,,AND,ART,1
ART202E,ART112D,,,,,,,,,,,,,,,AND,ART,1
ART202F,,,,,,,,,,,,,,,,AND,ART,1
ART202G,ART112D,,,,,,,,,,,,,,,AND,ART,1
ART202H,,,,,,,,,,,,,,,,AND,ART,1
ART202I,,,,,,,,,,,,,,,,AND,ART,1
ART225A,,,,,,,,,,,,,,,,AND,ART,1
ART225B,,,,,,,,,,,,,,,,AND,ART,1
ART289,,,,,,,,,,,,,,,,AND,ART,1
ART300A,,,,,,,,,,,,,,,,AND,ART,1
ART300B,ART289,ART364,,,,,,,,,,,,,,AND,ART,1
ART302A,ART112D,ART202H,,,,,,,,,,,,,,AND,ART,1
ART302B,ART112B,ART112D,ART202H,,,,,,,,,,,,,AND,ART,1
ART305,ART202C,ART112D,,,,,,,,,,,,,,AND,ART,1
ART310A,ART202D,,,,,,,,,,,,,,,AND,ART,1
ART310B,ART202D,ART202E,,,,,,,,,,,,,,AND,ART,1
ART310C,ART202D,,,,,,,,,,,,,,,AND,ART,1
ART311,ART202I,,,,,,,,,,,,,,,AND,ART,1
ART312,ART202I,,,,,,,,,,,,,,,AND,ART,1
ART325,,,,,,,,,,,,,,,,AND,ART,1
ART331A,ART202E,,,,,,,,,,,,,,,AND,ART,1
ART331B,ART202E,,,,,,,,,,,,,,,AND,ART,1
ART358,ART202B,,,,,,,,,,,,,,,AND,ART,1
ART359,ART202B,,,,,,,,,,,,,,,AND,ART,1
ART360,ART202B,,,,,,,,,,,,,,,AND,ART,1
ART364,ART289,,,,,,,,,,,,,,,AND,ART,1
ART365,ART289,ART364,,,,,,,,,,,,,,AND,ART,1
ART384A,ART202F,,,,,,,,,,,,,,,AND,ART,1
ART384B,ART202F,,,,,,,,,,,,,,,AND,ART,1
ART384C,ART202F,,,,,,,,,,,,,,,AND,ART,1
ART386A,ART202G,,,,,,,,,,,,,,,AND,ART,1
ART386B,ART202G,,,,,,,,,,,,,,,AND,ART,1
ART386C,ART202G,,,,,,,,,,,,,,,AND,ART,1
ART393A,ART202A,,,,,,,,,,,,,,,AND,ART,1
ART393B,ART202A,,,,,,,,,,,,,,,AND,ART,1
ART393C,ART202A,,,,,,,,,,,,,,,AND,ART,1
ART401,ART310A,ART310B,,,,,,,,,,,,,,AND,ART,1
ART402,ART393A,ART393B,ART393C,,,,,,,,,,,,,AND,ART,1
ART405,,,,,,,,,,,,,,,,AND,ART,1
ART408A,ART300A,,,,,,,,,,,,,,,AND,ART,1
ART408B,ART300A,,,,,,,,,,,,,,,AND,ART,1
ART408C,ART300A,,,,,,,,,,,,,,,AND,ART,1
ART410,ART358,ART359,ART360,,,,,,,,,,,,,AND,ART,1
ART412,ART311,ART312,,,,,,,,,,,,,,AND,ART,1
ART413,ART302A,ART312,,,,,,,,,,,,,,OR,ART,1
ART414,ART225A,ART225B,ART311,ART312,,,,,,,,,,,,AND,ART,1
ART415,ART311,ART312,,,,,,,,,,,,,,AND,ART,1
ART416,,,,,,,,,,,,,,,,AND,ART,1
ART420,ART305,,,,,,,,,,,,,,,AND,ART,1
ART422,ART302A,ART302B,,,,,,,,,,,,,,AND,ART,1
ART423,ART302A,ART302B,,,,,,,,,,,,,,OR,ART,1
ART424,ART225B,,,,,,,,,,,,,,,AND,ART,1
ART426,ART415,,,,,,,,,,,,,,,AND,ART,1
ART430,ART325,,,,,,,,,,,,,,,AND,ART,1
ART440,ART311,ART312,,,,,,,,,,,,,,AND,ART,1
ART441,ART331,,,,,,,,,,,,,,,AND,ART,1
ART447A,ART225A,,,,,,,,,,,,,,,AND,ART,1
ART447B,ART225A,,,,,,,,,,,,,,,AND,ART,1
ART448,ART225A,,,,,,,,,,,,,,,AND,ART,1
ART449,ART225B,,,,,,,,,,,,,,,AND,ART,1
ART450,,,,,,,,,,,,,,,,AND,ART,1
ART451,ART225A,ART225B,,,,,,,,,,,,,,OR,ART,1
ART452,,,,,,,,,,,,,,,,AND,ART,1
ART453,,,,,,,,,,,,,,,,AND,ART,1
ART454,ART453,,,,,,,,,,,,,,,AND,ART,1
ART455,ART453,,,,,,,,,,,,,,,AND,ART,1
ART467,ART225A,ART225B,,,,,,,,,,,,,,OR,ART,1
ART468A,ART225A,ART225B,,,,,,,,,,,,,,AND,ART,1
ART468B,ART225A,ART225B,,,,,,,,,,,,,,AND,ART,1
ART469A,ART225A,ART225B,,,,,,,,,,,,,,AND,ART,1
ART469B,ART225A,ART225B,,,,,,,,,,,,,,AND,ART,1
ART470,ART225A,ART225B,,,,,,,,,,,,,,AND,ART,1
ART471,ART225B,,,,,,,,,,,,,,,AND,ART,1
ART472,ART225B,,,,,,,,,,,,,,,AND,ART,1
ART473,ART225B,,,,,,,,,,,,,,,AND,ART,1
ART474,ART225A,ART225B,,,,,,,,,,,,,,AND,ART,1
ART475,ART225B,,,,,,,,,,,,,,,AND,ART,1
ART476,ART225B,,,,,,,,,,,,,,,AND,ART,1
ART480,ART225B,,,,,,,,,,,,,,,AND,ART,1
ART481,ART225B,,,,,,,,,,,,,,,AND,ART,1
ART482,ART225B,,,,,,,,,,,,,,,AND,ART,1
ART483,ART225A,ART225B,,,,,,,,,,,,,,AND,ART,1
ART484,ART384,,,,,,,,,,,,,,,AND,ART,1
ART485,ART225A,ART225B,,,,,,,,,,,,,,AND,ART,1
ART486,ART386,,,,,,,,,,,,,,,AND,ART,1
ART487,,,,,,,,,,,,,,,,AND,ART,1
ART490,,,,,,,,,,,,,,,,AND,ART,1
ART498,,,,,,,,,,,,,,,,AND,ART,1
ART499,,,,,,,,,,,,,,,,AND,ART,1
AS101,,,,,,,,,,,,,,,,AND,AS,5
AS102,,,,,,,,,,,,,,,,AND,AS,5
AS201,,,,,,,,,,,,,,,,AND,AS,5
AS202,,,,,,,,,,,,,,,,AND,AS,5
AS301,,,,,,,,,,,,,,,,AND,AS,5
AS302,,,,,,,,,,,,,,,,AND,AS,5
AS401,,,,,,,,,,,,,,,,AND,AS,5
AS402,,,,,,,,,,,,,,,,AND,AS,5
BIOL111,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL140,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL145,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL150,CHEM121A/125A,,,,,,,,,,,,,,,AND,BIOL,5
BIOL151,BIOL150,CHEM121A/125A,,,,,,,,,,,,,,AND,BIOL,5
BIOL190,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL205,BIOL111,BIOL140,BIOL150,,,,,,,,,,,,,OR,BIOL,5
BIOL220,BIOL151,CHEM121B/125B,CHEM241A,,,,,,,,,,,,,AND,BIOL,5
BIOL240A,BIOL140,BIOL150,CHEM120A/124A,CHEM120N/124N,,,,,,,,,,,,OR,BIOL,5
BIOL240B,BIOL240A,,,,,,,,,,,,,,,AND,BIOL,5
BIOL250,BIOL111,BIOL140,BIOL150,CHEM120N/124N,CHEM120A/124A,CHEM241A,,,,,,,,,,AND,BIOL,5
BIOL251,BIOL111,BIOL140,BIOL150,CHEM120N/124N,CHEM120A/124A,,,,,,,,,,,AND,BIOL,5
BIOL319,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL321,BIOL151,,,,,,,,,,,,,,,AND,BIOL,5
BIOL327,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL330,CHEM111,BIOL111,ENSC220/220L,BIOL220,,,,,,,,,,,,AND,BIOL,5
BIOL335,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL337,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL340,BIOL319,PHYS132/132L,,,,,,,,,,,,,,AND,BIOL,5
BIOL350,BIOL220,CHEM121B/125B,,,,,,,,,,,,,,AND,BIOL,5
BIOL365,BIOL151,,,,,,,,,,,,,,,AND,BIOL,5
BIOL371,BIOL151,,,,,,,,,,,,,,,AND,BIOL,5
BIOL416,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL417,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL418A,BIOL319,,,,,,,,,,,,,,,AND,BIOL,5
BIOL418B,BIOL418A,,,,,,,,,,,,,,,AND,BIOL,5
BIOL420,BIOL319,,,,,,,,,,,,,,,AND,BIOL,5
BIOL421,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL422A,BIOL327,,,,,,,,,,,,,,,AND,BIOL,5
BIOL422B,BIOL327,,,,,,,,,,,,,,,AND,BIOL,5
BIOL423,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL425,BIOL220,BIOL319,,,,,,,,,,,,,,AND,BIOL,5
BIOL427,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL428,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL431,BIOL319,,,,,,,,,,,,,,,AND,BIOL,5
BIOL432,BIOL319,,,,,,,,,,,,,,,AND,BIOL,5
BIOL434,ENSC220/220L,BIOL319,BIOL365,CHEM471,,,,,,,,,,,,OR,BIOL,5
BIOL435,BIOL365,ENSC431,,,,,,,,,,,,,,OR,BIOL,5
BIOL436,BIOL319,CHEM471,ENSC431,,,,,,,,,,,,,AND,BIOL,5
BIOL440,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL441,BIOL340,,,,,,,,,,,,,,,AND,BIOL,5
BIOL444A,BIOL319,,,,,,,,,,,,,,,AND,BIOL,5
BIOL444B,BIOL444A,,,,,,,,,,,,,,,AND,BIOL,5
BIOL451,BIOL350,,,,,,,,,,,,,,,AND,BIOL,5
BIOL452,BIOL319,,,,,,,,,,,,,,,AND,BIOL,5
BIOL455A/B,BIOL319,BIOL350,,,,,,,,,,,,,,OR,BIOL,5
BIOL460,BIOL365,,,,,,,,,,,,,,,AND,BIOL,5
BIOL461,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL462,BIOL365,,,,,,,,,,,,,,,AND,BIOL,5
BIOL463,BIOL365,,,,,,,,,,,,,,,AND,BIOL,5
BIOL464,BIOL365,,,,,,,,,,,,,,,AND,BIOL,5
BIOL465,BIOL151,CHEM121B/125B,,,,,,,,,,,,,,AND,BIOL,5
BIOL466,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL467,BIOL340,BIOL365,,,,,,,,,,,,,,AND,BIOL,5
BIOL467L,BIOL467,,,,,,,,,,,,,,,AND,BIOL,5
BIOL468,BIOL220,BIOL365,,,,,,,,,,,,,,AND,BIOL,5
BIOL469,BIOL220,BIOL365,,,,,,,,,,,,,,AND,BIOL,5
BIOL470,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL471,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL472,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL473,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL474,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL475,BIOL319,,,,,,,,,,,,,,,AND,BIOL,5
BIOL480,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL483,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL485,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL486,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL487,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL488,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL489,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL490,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL491,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL492,BIOL220,,,,,,,,,,,,,,,AND,BIOL,5
BIOL492M,BIOL492,,,,,,,,,,,,,,,AND,BIOL,5
BIOL493,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL494,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL495A,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL495B,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL495C,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL495D,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL495E,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL495F,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL496,,,,,,,,,,,,,,,,AND,BIOL,5
BIOL497,BIOL220,BIOL492,,,,,,,,,,,,,,AND,BIOL,5
BIOL498,,,,,,,,,,,,,,,,AND,BIOL,5
CE198,,,,,,,,,,,,,,,,AND,CE,5
CE199,,,,,,,,,,,,,,,,AND,CE,5
CE204,,,,,,,,,,,,,,,,AND,CE,5
CE206,CE204,,,,,,,,,,,,,,,AND,CE,5
CE240,PHYS141/151/151L,,,,,,,,,,,,,,,OR,CE,5
CS242,CE240,,,,,,,,,,,,,,,AND,CE,5
CE298,CE198,,,,,,,,,,,,,,,AND,CE,5
CE299,,,,,,,,,,,,,,,,AND,CE,5
CE315,CE242,,,,,,,,,,,,,,,AND,CE,5
CE330/330L,CE242,,,,,,,,,,,,,,,AND,CE,5
CE342,CE242,,,,,,,,,,,,,,,AND,CE,5
CE343,CE330/330L,CE342,,,,,,,,,,,,,,AND,CE,5
CE354/354L,CE315,,,,,,,,,,,,,,,AND,CE,5
CE376,CE206,ME262,,,,,,,,,,,,,,AND,CE,5
CE380,,,,,,,,,,,,,,,,AND,CE,5
CE398,CE298,,,,,,,,,,,,,,,AND,CE,5
CE399,,,,,,,,,,,,,,,,AND,CE,5
CE415L,CE315,,,,,,,,,,,,,,,AND,CE,5
CE416,CE354/354L,,,,,,,,,,,,,,,AND,CE,5
CE435,CE343,CE354/354L,,,,,,,,,,,,,,AND,CE,5
CE441,CE343,,,,,,,,,,,,,,,AND,CE,5
CE443,CE343,,,,,,,,,,,,,,,AND,CE,5
CE445,CE343,,,,,,,,,,,,,,,AND,CE,5
CE446,CE445,,,,,,,,,,,,,,,AND,CE,5
CE449,CE343,,,,,,,,,,,,,,,AND,CE,5
CE455,CE354/354L,,,,,,,,,,,,,,,AND,CE,5
CE457,CE354/354L,,,,,,,,,,,,,,,AND,CE,5
CE458,CE354/354L,,,,,,,,,,,,,,,AND,CE,5
CE459,CE354/354L,,,,,,,,,,,,,,,AND,CE,5
CE460,CE315,CE376,,,,,,,,,,,,,,AND,CE,5
CE474,CE376,,,,,,,,,,,,,,,AND,CE,5
CE475,CE376,,,,,,,,,,,,,,,AND,CE,5
CE476,CE376,,,,,,,,,,,,,,,AND,CE,5
CE480,CE380,,,,,,,,,,,,,,,AND,CE,5
CE482,CE416,,,,,,,,,,,,,,,AND,CE,5
CE486,CE380,,,,,,,,,,,,,,,AND,CE,5
CE487,CE380,,,,,,,,,,,,,,,AND,CE,5
CE488,CE380,,,,,,,,,,,,,,,AND,CE,5
CE491,,,,,,,,,,,,,,,,AND,CE,5
CE492,,,,,,,,,,,,,,,,AND,CE,5
CE493,CE343,CE354/354L,CE460,CE380,,,,,,,,,,,,AND,CE,5
CHEM111,,,,,,,,,,,,,,,,AND,CHEM,8
CHEM113,,,,,,,,,,,,,,,,AND,CHEM,8
CHEM120A/124A,,,,,,,,,,,,,,,,AND,CHEM,8
CHEM120B/124B,CHEM120A/124A,,,,,,,,,,,,,,,AND,CHEM,8
CHEM120N/124N,,,,,,,,,,,,,,,,AND,CHEM,8
CHEM121A/125A,CHEM113,MATH125,,,,,,,,,,,,,,OR,CHEM,8
CHEM121B/125B,CHEM121A/125A,,,,,,,,,,,,,,,AND,CHEM,8
CHEM131/135,CHEM113,MATH125,,,,,,,,,,,,,,AND,CHEM,8
CHEM196,CHEM121B/125B,,,,,,,,,,,,,,,AND,CHEM,8
CHEM241A,CHEM121B/125B,,,,,,,,,,,,,,,AND,CHEM,8
CHEM241B,CHEM241A,,,,,,,,,,,,,,,AND,CHEM,8
CHEM245,CHEM241B,,,,,,,,,,,,,,,AND,CHEM,8
CHEM296,CHEM121B/125B,CHEM121B/125B,,,,,,,,,,,,,,AND,CHEM,8
CHEM300,,,,,,,,,,,,,,,,AND,CHEM,8
CHEM331/335,CHEM121B/125B,,,,,,,,,,,,,,,AND,CHEM,8
CHEM345,CHEM245,,,,,,,,,,,,,,,AND,CHEM,8
CHEM351,CHEM241B,,,,,,,,,,,,,,,AND,CHEM,8
CHEM352,CHEM351,,,,,,,,,,,,,,,AND,CHEM,8
CHEM361A/365A,MATH152,CHEM121B/125B,CHEM300,PHYS132/132L,,,,,,,,,,,,AND,CHEM,8
CHEM361B/365B,CHEM361A/365A,,,,,,,,,,,,,,,AND,CHEM,8
CHEM396,,,,,,,,,,,,,,,,AND,CHEM,8
CHEM410,CHEM451A,,,,,,,,,,,,,,,AND,CHEM,8
CHEM411,CHEM361A/365A,,,,,,,,,,,,,,,AND,CHEM,8
CHEM415,CHEM411,,,,,,,,,,,,,,,AND,CHEM,8
CHEM419,CHEM361A/365A,,,,,,,,,,,,,,,AND,CHEM,8
CHEM431,CHEM331/335,CHEM361A/365A,,,,,,,,,,,,,,AND,CHEM,8
CHEM432,CHEM331/335,CHEM361A/365A,,,,,,,,,,,,,,AND,CHEM,8
CHEM435,CHEM431,,,,,,,,,,,,,,,AND,CHEM,8
CHEM439,CHEM331/335,CHEM361A/365A,,,,,,,,,,,,,,AND,CHEM,8
CHEM441,CHEM241B,CHEM361B/365B,,,,,,,,,,,,,,AND,CHEM,8
CHEM444,CHEM241B,,,,,,,,,,,,,,,AND,CHEM,8
CHEM445,CHEM241B,,,,,,,,,,,,,,,AND,CHEM,8
CHEM446,CHEM241B,CHEM361B/365B,,,,,,,,,,,,,,AND,CHEM,8
CHEM449,CHEM241B,CHEM361A/365A,,,,,,,,,,,,,,AND,CHEM,8
CHEM451A,CHEM241B,CHEM300,,,,,,,,,,,,,,AND,CHEM,8
CHEM451B/455,CHEM451A,,,,,,,,,,,,,,,AND,CHEM,8
CHEM451C,CHEM451B/455,,,,,,,,,,,,,,,AND,CHEM,8
CHEM459,CHEM361A/365A,,,,,,,,,,,,,,,AND,CHEM,8
CHEM461A,PHYS132/132L,PHYS142/152/152L,MATH150,CHEM451B/455,MATH145,,,,,,,,,,,AND,CHEM,8
CHEM461B,CHEM461A,,,,,,,,,,,,,,,AND,CHEM,8
CHEM465,CHEM461A,,,,,,,,,,,,,,,AND,CHEM,8
CHEM469,CHEM361B/365B,,,,,,,,,,,,,,,AND,CHEM,8
CHEM471,CHEM120A/124A,CHEM120B/124B,BIOL151,,,,,,,,,,,,,AND,CHEM,8
